"id","code","name"
insurance_job_0087, 29600, Industrial security engineer
insurance_job_0088, 29700, Engineer Medical Devices
insurance_job_0089, 29800, Agricultural engineer
insurance_job_0090, 29900, Other engineers
insurance_job_0091, 30000, Interior designer
insurance_job_0092, 30100, Fashion designer engineer
insurance_job_0093, 31100, Public area engineer
insurance_job_0094, 31200, Ground engineer - engineer
insurance_job_0095, 31300, Mining engineer
insurance_job_0096, 31400, Marine engineer
insurance_job_0097, 31500, Aerospace Specialist Engineer
insurance_job_0098, 31900, Other specialists
insurance_job_0099, 32000, Maintenance Specialist
insurance_job_0100, 32010, Photocopier maintenance specialist
insurance_job_0101, 32100, general painter
insurance_job_0102, 32110, Engineering painter
insurance_job_0103, 32150, Mechanical painter
insurance_job_0104, 32200, Electrician
insurance_job_0105, 32250, Structural painter - civil engineering
insurance_job_0106, 32300, Architectural draftsman
insurance_job_0107, 32350, Geologist - Earth layers
insurance_job_0108, 32400, Cartographer
insurance_job_0109, 32450, Technical Painter - Catalogs
insurance_job_0110, 32500, A stone painter
insurance_job_0111, 32900, Other painters
insurance_job_0112, 33000, Engineer Assistant
insurance_job_0113, 33100, Civil Engineering Technician - General
insurance_job_0114, 33150, Road construction technician
insurance_job_0115, 33200, Flat and cubic technician
insurance_job_0116, 33250, Surveying Technician - Surveyor
insurance_job_0117, 33300, Civil construction technician
insurance_job_0118, 33310, Technician operating overhead cranes
insurance_job_0119, 33350, Metal construction technician
insurance_job_0120, 33400, Fingerprinting
insurance_job_0121, 33450, Groundwater technician
insurance_job_0122, 33460, Water treatment equipment technician
insurance_job_0123, 33500, Architectural technician
insurance_job_0124, 33510, Stone breaker operator
insurance_job_0125, 33900, Civil Engineering Technicians
insurance_job_0126, 34000, Mechanical technician
insurance_job_0127, 34050, Electrical technician - general
insurance_job_0128, 34100, Electronic technician - general
insurance_job_0129, 34150, Electrical equipment technician
insurance_job_0130, 34160, Photographic equipment technician
insurance_job_0131, 34161, Camera technician
insurance_job_0132, 34162, Photography Technician
insurance_job_0133, 34170, Petroleum equipment maintenance technician
insurance_job_0134, 34200, Electrical technician
insurance_job_0135, 34210, Control technician
insurance_job_0136, 34250, Cable production technician
insurance_job_0137, 34260, Production technician
insurance_job_0138, 34300, Communications technician
insurance_job_0139, 34350, Electric locomotive repair technician
insurance_job_0140, 34400, Ships Electrical Technician
insurance_job_0141, 34450, Instrumentation technician
insurance_job_0142, 34470, Equipment Operator
insurance_job_0143, 34480, Metal rolling technician
insurance_job_0144, 34500, General electronic equipment technician
insurance_job_0145, 34550, TV technician
insurance_job_0146, 34600, Electronic statistician technician
insurance_job_0147, 34900, Electrical engineering technicians
insurance_job_0148, 35100, Mechanical Engineering Technician - General
insurance_job_0149, 35150, Mechanical and optical equipment technician
insurance_job_0150, 35200, Technician Mechanical Engineering
insurance_job_0151, 35210, Oxygen and electric welding technician
insurance_job_0152, 35220, Metal drawing technician
insurance_job_0153, 35250, Heat treatment technician
insurance_job_0154, 35260, Kettle technician
insurance_job_0155, 35300, Aviation engineering technician
insurance_job_0156, 35350, Busy technician
insurance_job_0157, 35400, Automotive Engineering Technician
insurance_job_0158, 35450, Diesel locomotive repair technician
insurance_job_0159, 35460, Cars inspector
insurance_job_0160, 35500, Mechanical technician ventilation -heating and cooling
insurance_job_0161, 35550, Steam locomotive repair technician
insurance_job_0162, 35600, Railway wagon technician
insurance_job_0163, 35650, Diesel ship technician
insurance_job_0164, 35700, Steamship technician
insurance_job_0165, 35750, Shipbuilding technician
insurance_job_0166, 35900, Mechanical engineering technicians
insurance_job_0167, 36100, Chemical Engineering Technician - General
insurance_job_0168, 36150, Production technician for organic materials
insurance_job_0169, 36200, Chemical technician in petroleum products
insurance_job_0170, 36250, Porcelain and Chinese production technician
insurance_job_0171, 36300, Plastic technician
insurance_job_0172, 36350, Rubber production technician
insurance_job_0173, 36400, Paper production technician
insurance_job_0174, 36410, Binding technician
insurance_job_0175, 36450, Leather tanning technician
insurance_job_0176, 36900, Chemical engineering technicians
insurance_job_0177, 37100, Metal Engineering Technician - General
insurance_job_0178, 37200, Technician in extractive metals
insurance_job_0179, 37300, Technician in natural metals
insurance_job_0180, 37900, Metal engineering technicians
insurance_job_0181, 38100, Mining technician - general
insurance_job_0182, 38300, Technician in oil extraction
insurance_job_0183, 38900, Mining Technicians - Others
insurance_job_0184, 39000, Oven technician
insurance_job_0185, 39200, Technician in production engineering
insurance_job_0186, 39300, Technician in studying the production plan
insurance_job_0187, 39400, Spinning technician
insurance_job_0188, 39500, Textile technician
insurance_job_0189, 39600, Dyeing and processing technician
insurance_job_0190, 39700, Print technician
insurance_job_0191, 39800, Artistic
insurance_job_0192, 39810, Drilling technician
insurance_job_0193, 39820, Maintenance technician
insurance_job_0194, 39821, Maintenance technician for photocopiers
insurance_job_0195, 39830, Alumetal technician
insurance_job_0196, 39840, Gas molding technician
insurance_job_0197, 39850, Boiler technician
insurance_job_0198, 39900, Technicians in Engineering others
insurance_job_0199, 41100, Pilot - General
insurance_job_0200, 41200, Specialist pilot
insurance_job_0201, 41300, Air navigator
insurance_job_0202, 41400, Air engineer
insurance_job_0203, 41500, Flight teacher
insurance_job_0204, 42100, Master of the high seas
insurance_job_0205, 42200, captain
insurance_job_0206, 42300, Commander of a ship in the inland waters
insurance_job_0207, 42400, A marine navigation officer
insurance_job_0208, 42500, Guide
insurance_job_0209, 42600, Maritime expert
insurance_job_0210, 42900, Surface officers on ships and guides
insurance_job_0211, 43200, Senior ship engineer
insurance_job_0212, 43300, Ship engineer
insurance_job_0213, 43800, Ship plan
insurance_job_0214, 43900, Ship Engineers - Others
insurance_job_0215, 51100, Biologist
insurance_job_0216, 51200, Botany specialist
insurance_job_0217, 51300, Zoologist
insurance_job_0218, 51400, Animal husbandry science specialist
insurance_job_0219, 51900, Biologists
insurance_job_0220, 52200, Anatomy specialist
insurance_job_0221, 52300, Biochemistry specialist
insurance_job_0222, 52400, Specialist in physiology
insurance_job_0223, 52500, Research specialist in bacteriology
insurance_job_0224, 52600, Pathologist - human
insurance_job_0225, 52700, Pathologist - veterinary
insurance_job_0226, 52800, Pharmacy Research Specialist
insurance_job_0227, 52900, Bacteriologists
insurance_job_0228, 53000, Doctor - Agricultural Engineer
insurance_job_0229, 53100, Agricultural engineer (specialist in agricultural sciences
insurance_job_0230, 53150, Field crops specialist
insurance_job_0231, 53200, Specialist in vegetables
insurance_job_0232, 53250, Fruit specialist
insurance_job_0233, 53300, Specialist in ornamental plants
insurance_job_0234, 53350, Specialist in plant diseases
insurance_job_0235, 53400, Specialist in agricultural insects and pests
insurance_job_0236, 53450, Education science specialist - Terrain
insurance_job_0237, 53460, Poultry breeding specialist
insurance_job_0238, 53500, Cotton sorting specialist
insurance_job_0239, 53550, Agricultural extension specialist
insurance_job_0240, 53600, Specialist in the preservation of purity
insurance_job_0241, 53650, Dairy specialist
insurance_job_0242, 53700, Specialist in food industries
insurance_job_0243, 53900, Agricultural science specialists
insurance_job_0244, 54200, Technician in biology
insurance_job_0245, 54300, Technician in medical sciences
insurance_job_0246, 54400, Technician in bacteriology and pharmacy
insurance_job_0247, 54500, A technician in agricultural sciences
insurance_job_0248, 54600, Technician in animal husbandry science
insurance_job_0249, 54900, Life Sciences Technicians
insurance_job_0250, 60000, Medical Affairs Consultant
insurance_job_0251, 60100, Advisor
insurance_job_0252, 60200, Consultant analysis
insurance_job_0253, 61100, General practitioner doctor
insurance_job_0254, 61120, General internal medicine specialist doctor
insurance_job_0255, 61140, Doctor -neurological and mental illness
insurance_job_0256, 61160, Pediatrician doctor
insurance_job_0257, 61180, Doctor -cardiovascular disease specialist
insurance_job_0258, 61200, General surgeon doctor
insurance_job_0259, 61220, Urologist doctor
insurance_job_0260, 61240, Orthopedics doctor
insurance_job_0261, 61260, Ophthalmologist and surgeon doctor
insurance_job_0262, 61280, Plastic surgery specialist
insurance_job_0263, 61300, Doctor -neurosurgeon
insurance_job_0264, 61320, Gynecologist and obstetrician
insurance_job_0265, 61340, Doctor -ear -nose and throat specialist
insurance_job_0266, 61360, Doctor -chest and tuberculosis specialist
insurance_job_0267, 61380, Dermatologist and reproductive physician
insurance_job_0268, 61400, Anesthesiologist
insurance_job_0269, 61420, Endocrinologist
insurance_job_0270, 61440, Pathology laboratory physician
insurance_job_0271, 61460, Bacteriology Laboratory
insurance_job_0272, 61480, Toxicologist
insurance_job_0273, 61500, Forensic doctor
insurance_job_0274, 61520, A doctor specializing in blood transfusion
insurance_job_0275, 61540, Aviation medicine specialist
insurance_job_0276, 61560, Medical radiologist and medical doctor
insurance_job_0277, 61580, Doctor specializing in natural medicine
insurance_job_0278, 61600, Experimental medicine doctor
insurance_job_0279, 61620, Industrial medicine specialist
insurance_job_0280, 61640, A doctor specializing in public health and medicine
insurance_job_0281, 61660, Doctor specializing in Tropical Medicine
insurance_job_0282, 61680, A doctor specializing in tissues and cells
insurance_job_0283, 61700, A doctor specializes in parasites
insurance_job_0284, 61720, Doctor who specializes in medical analysis
insurance_job_0285, 61900, Other human doctors
insurance_job_0286, 62200, Medical analysis technician
insurance_job_0287, 62400, Health Affairs Technician ے-Health Associate
insurance_job_0288, 62900, Physicians auxiliaries - others
insurance_job_0289, 63100, dentist
insurance_job_0290, 63200, Oral and dental surgeon
insurance_job_0291, 63300, Dentist
insurance_job_0292, 63400, A doctor specializing in conservative treatment
insurance_job_0293, 63500, Orthodontic doctor
insurance_job_0294, 63900, Dentists - others
insurance_job_0295, 64100, Dental assistant - dental technician
insurance_job_0296, 65100, Veterinarian - general
insurance_job_0297, 65200, Preventive veterinarian and general health
insurance_job_0298, 65300, Pathology veterinarian
insurance_job_0299, 65400, Veterinary Director
insurance_job_0300, 65410, Medical Affairs Director
insurance_job_0301, 65500, Pharmacy manager
insurance_job_0302, 65900, Veterinarians - others
insurance_job_0303, 66100, Veterinary assistant
insurance_job_0304, 67200, Pharmacist preparing medicinal medicines
insurance_job_0305, 67400, Pharmaceutical industry pharmacist
insurance_job_0306, 67500, Preparation technician
insurance_job_0307, 68100, Pharmacist Assistant
insurance_job_0308, 69100, Food Specialist - General
insurance_job_0309, 69200, A public health nutritionist
insurance_job_0310, 69300, Food inspector
insurance_job_0311, 69900, Healthy food and nutritionists
insurance_job_0312, 71000, Head of a nursing body
insurance_job_0313, 71010, Specialist Nursing
insurance_job_0314, 71100, General nurse - general
insurance_job_0315, 71200, A specialized qualified nurse
insurance_job_0316, 71300, Public health nurse
insurance_job_0317, 71310, Nurse - paramedic
insurance_job_0318, 71400, Occupational diseases nurse
insurance_job_0319, 71500, Wise
insurance_job_0320, 71900, Qualified Nurses - Others
insurance_job_0321, 72200, Assistant nurse
insurance_job_0322, 72300, A healthy visitor
insurance_job_0323, 72400, Unqualified nurse
insurance_job_0324, 72900, Other nurses (itinerant nurse)
insurance_job_0325, 73100, Homogenized birth
insurance_job_0326, 74100, (Midwife)
insurance_job_0327, 75000, ophthalmologist
insurance_job_0328, 75100, A technician in the medical glasses industry
insurance_job_0329, 75200, Medical equipment installation - maintenance and repair technician
insurance_job_0330, 76000, Occupational Safety and Health Manager
insurance_job_0331, 76100, Head of the Occupational Health Department
insurance_job_0332, 76110, Occupational Safety and Health Specialist
insurance_job_0333, 76200, Physiotherapist
insurance_job_0334, 76300, Specialist in the treatment of occupational diseases
insurance_job_0335, 76400, Massager
insurance_job_0336, 77100, Ray technician
insurance_job_0337, 79200, Orthopedics (orthopedics)
insurance_job_0338, 79300, Health technician
insurance_job_0339, 79310, Safety technician and occupational health
insurance_job_0340, 79400, Technician in the treatment of deformation
insurance_job_0341, 79900, Human doctors have not returned their professions
insurance_job_0342, 81100, Statistics Professional - General
insurance_job_0343, 81200, Specialist in Mathematics for Statistics
insurance_job_0344, 81300, Specialist in applied statistics
insurance_job_0345, 82200, Pure mathematics specialist
insurance_job_0346, 82300, Applied Mathematics Specialist
insurance_job_0347, 82400, Actuarial specialist
insurance_job_0348, 82500, Graphic design specialist
insurance_job_0349, 83000, Technical Support Specialist
insurance_job_0350, 83100, Automated systems analysis and information specialist
insurance_job_0351, 83200, Systems analyst
insurance_job_0352, 84200, Technician in statistics
insurance_job_0353, 84300, Software developer
insurance_job_0354, 84400, Automated software specialist
insurance_job_0355, 84500, Computer networks specialist
insurance_job_0356, 84600, Computer networks technician
insurance_job_0357, 84700, Computer programmer
insurance_job_0358, 84800, Computer technician
insurance_job_0359, 84900, Statistics and Mathematics Technicians
insurance_job_0360, 85000, Web designer
insurance_job_0361, 85200, Computer maintenance specialist
insurance_job_0362, 85500, Data entry
insurance_job_0363, 85510, Computer operator to
insurance_job_0364, 90100, Economist - economic studies analyst
insurance_job_0365, 91000, Information systems expert
insurance_job_0366, 110100, Accountant Doctor
insurance_job_0367, 110200, Accountant
insurance_job_0368, 110210, Accountant
insurance_job_0369, 110220, Accountant and international arbitration consultant
insurance_job_0370, 110390, References
insurance_job_0371, 110400, background of your accounts
insurance_job_0372, 110500, Consumables
insurance_job_0373, 110510, My specialist
insurance_job_0374, 110511, Sales Specialist
insurance_job_0375, 110512, Quality Control Specialist
insurance_job_0376, 110513, Quality Assurance Specialist
insurance_job_0377, 110514, Production Specialist
insurance_job_0378, 110520, Marketing specialist (marketing specialist)
insurance_job_0379, 110530, Planning specialist
insurance_job_0380, 110540, Financing specialist
insurance_job_0381, 110550, Department Head
insurance_job_0382, 110551, Department Head
insurance_job_0383, 110560, Chief Executive Officer
insurance_job_0384, 110570, Head of a group
insurance_job_0385, 110580, Division Head
insurance_job_0386, 110581, Division Deputy
insurance_job_0387, 110590, Deputy Head of the Department
insurance_job_0388, 110600, Head of Accounts Department
insurance_job_0389, 110610, Head of Import and Export Accounts Department
insurance_job_0390, 110611, Accounts Supervisor
insurance_job_0391, 110620, Head of planning and follow-up department
insurance_job_0392, 110630, Head of Personnel Affairs Department
insurance_job_0393, 110640, Head of the Insurance Department
insurance_job_0394, 110650, Head of the Wages Department
insurance_job_0395, 110660, Head of the Administrative Affairs Department
insurance_job_0396, 110661, Administrative Affairs Supervisor
insurance_job_0397, 110670, Head of the warehouse department
insurance_job_0398, 110671, Overlooking the tanks
insurance_job_0399, 110680, Head of the audit department
insurance_job_0400, 110690, Head of Sales Department
insurance_job_0401, 110700, Section head in a productive unit
insurance_job_0402, 110710, Costs Section Head
insurance_job_0403, 110720, Head of the Security Department
insurance_job_0404, 110730, Head of the Quality Department
insurance_job_0405, 110740, Head of the Maintenance Department
insurance_job_0406, 110741, Head of the Department of Religious Tourism
insurance_job_0407, 110750, Get a chair
insurance_job_0408, 110760, supervisor
insurance_job_0409, 110770, Chief Technical Officer
insurance_job_0410, 110890, Treasury head
insurance_job_0411, 110900, Accountants - Others
insurance_job_0412, 121100, Lawyer
insurance_job_0413, 121260, External purchasing specialist
insurance_job_0414, 121261, Purchasing supervisor
insurance_job_0415, 122100, Judge
insurance_job_0416, 122200, Counsel
insurance_job_0417, 122300, Legal Researcher
insurance_job_0418, 122400, Legal representative
insurance_job_0419, 123100, Public Prosecution Member
insurance_job_0420, 129200, Administrative Prosecution Member
insurance_job_0421, 129300, Member of the State Council - Administrative Court
insurance_job_0422, 129400, Notarized - Real Estate Registration Authority
insurance_job_0423, 129500, Legitimate law enforcement
insurance_job_0424, 129600, Civil registrar
insurance_job_0425, 129900, Other jurists
insurance_job_0426, 131100, A faculty member at the university
insurance_job_0427, 131150, Member of the teaching staff in literature
insurance_job_0428, 131200, Member of the teaching staff in science
insurance_job_0429, 131250, Member of the teaching staff in law
insurance_job_0430, 131300, Member of the teaching staff in commercial sciences
insurance_job_0431, 131350, A faculty member in social sciences
insurance_job_0432, 131400, Member of the teaching staff in engineering sciences
insurance_job_0433, 131450, Member of the teaching staff in sports science
insurance_job_0434, 131500, Member of the teaching staff in the natural sciences
insurance_job_0435, 131550, Member of the teaching staff in languages
insurance_job_0436, 131600, Member of the teaching staff in medical sciences
insurance_job_0437, 131650, Member of the teaching staff in agricultural sciences
insurance_job_0438, 131700, Member of the teaching staff in religious sciences
insurance_job_0439, 131710, professor
insurance_job_0440, 131720, Professor- Department of Computer Science
insurance_job_0441, 131900, Professors and teachers of universities and institutes
insurance_job_0442, 131910, Re-instated
insurance_job_0443, 131920, University lecturer
insurance_job_0444, 132000, Linguist
insurance_job_0445, 132100, Scientific Supervisor
insurance_job_0446, 132110, teacher
insurance_job_0447, 132120, First teacher
insurance_job_0448, 132140, Professor
insurance_job_0449, 132150, Arts teacher
insurance_job_0450, 132200, Social studies teacher
insurance_job_0451, 132250, Mathematics Teacher
insurance_job_0452, 132290, English teacher
insurance_job_0453, 132300, Language teacher
insurance_job_0454, 132310, Arabic teacher
insurance_job_0455, 132350, Teacher in natural sciences
insurance_job_0456, 132400, Teacher in commercial sciences
insurance_job_0457, 132450, Art teacher
insurance_job_0458, 132500, Teacher of words
insurance_job_0459, 132550, Housekeeping teacher and detailing
insurance_job_0460, 132560, Physical Education teacher
insurance_job_0461, 132570, Music teacher
insurance_job_0462, 132600, Agricultural science teacher
insurance_job_0463, 132650, Religious science teacher
insurance_job_0464, 132900, Secondary school teachers - others
insurance_job_0465, 133000, computer teacher
insurance_job_0466, 133100, Primary school teacher
insurance_job_0467, 134100, Teacher - supervisor at nursery schools
insurance_job_0468, 135100, Teacher of special types of education
insurance_job_0469, 135200, Special education teacher
insurance_job_0470, 136100, Prep teacher
insurance_job_0471, 137200, A teacher at secondary vocational training centers
insurance_job_0472, 137400, Teacher at vocational training centers
insurance_job_0473, 139200, Teacher recitation Quran
insurance_job_0474, 139300, Specialist in teaching and communication methods
insurance_job_0475, 139400, A specialist in educational aid
insurance_job_0476, 139500, School Supervisor
insurance_job_0477, 139600, school's agent
insurance_job_0478, 139700, School manager
insurance_job_0479, 139800, Directed
insurance_job_0480, 139900, Teachers whose professions have not been returned
insurance_job_0481, 141200, Preacher
insurance_job_0482, 141300, Imam of the mosque
insurance_job_0483, 141400, Composition
insurance_job_0484, 141500, موءذن
insurance_job_0485, 141600, A second degree reciter
insurance_job_0486, 141800, Director of the Assembly of Islamic Jurists
insurance_job_0487, 141900, Islamic clergy - others
insurance_job_0488, 142200, bishop
insurance_job_0489, 142300, priest
insurance_job_0490, 142400, Deacon
insurance_job_0491, 142900, Other Christian clergy (church recital)
insurance_job_0492, 143100, Jewish cleric
insurance_job_0493, 149100, A cleric whose profession was not mentioned previously
insurance_job_0494, 151200, Literary writer
insurance_job_0495, 151400, Art critic
insurance_job_0496, 153000, Media Specialist
insurance_job_0497, 157000, Correct
insurance_job_0498, 157100, Newspaper designer
insurance_job_0499, 157200, Newspaper coordinator
insurance_job_0500, 157300, Newspaper outlet
insurance_job_0501, 157600, Deputy Editor in Chief
insurance_job_0502, 157700, Assistant Editor in Chief
insurance_job_0503, 157800, Press director
insurance_job_0504, 157900, Editing references
insurance_job_0505, 158000, Under Training Editor
insurance_job_0506, 158100, Journalist under training
insurance_job_0507, 158800, Reporter
insurance_job_0508, 158900, Press reporter
insurance_job_0509, 159000, Sports Editor
insurance_job_0510, 159100, Journalist - General
insurance_job_0511, 159190, Editor-in-chief
insurance_job_0512, 159200, Editor in Chief
insurance_job_0513, 159300, Press editor
insurance_job_0514, 159400, Journalist
insurance_job_0515, 159500, Radio and television hanging
insurance_job_0516, 159600, Ad editor
insurance_job_0517, 159700, Advertising and publishing editor
insurance_job_0518, 159800, Scientific Affairs Editor
insurance_job_0519, 159900, Authors -journalists and others
insurance_job_0520, 161200, Example
insurance_job_0521, 161300, Itinerant painter
insurance_job_0522, 161400, Cartoonist
insurance_job_0523, 161410, Fine artist
insurance_job_0524, 161500, Digging artist - digger
insurance_job_0525, 161600, An artist dug by acid
insurance_job_0526, 161700, Antiquities restorer
insurance_job_0527, 161900, Examples and painters
insurance_job_0528, 162000, Press equipment technician
insurance_job_0529, 162100, Advertising technician
insurance_job_0530, 162200, Commercial Advertising Artist - Designed & Implemented
insurance_job_0531, 162300, Interior designer
insurance_job_0532, 162400, Industrial and commercial products designer
insurance_job_0533, 162500, Designer means of displaying goods
insurance_job_0534, 162590, Decorative art
insurance_job_0535, 162600, Decorative outlet
insurance_job_0536, 162700, Designer
insurance_job_0537, 162710, Fashion designer
insurance_job_0538, 162720, Graphic designer
insurance_job_0539, 162800, Montage technician
insurance_job_0540, 162900, Editor
insurance_job_0541, 163000, Head of the Photography Department
insurance_job_0542, 163100, Head of the montage department
insurance_job_0543, 163200, Photographer
insurance_job_0544, 163300, Director of Photography - At the cinema
insurance_job_0545, 163310, Director of the graphic studio
insurance_job_0546, 163400, Press photographer
insurance_job_0547, 163500, Cinematographer
insurance_job_0548, 163600, TV cameraman
insurance_job_0549, 163900, Photographers - others
insurance_job_0550, 170000, author
insurance_job_0551, 171200, Music composer
insurance_job_0552, 171300, Musical composer
insurance_job_0553, 171400, music composer
insurance_job_0554, 171500, Musical band leader
insurance_job_0555, 171600, music player
insurance_job_0556, 171700, Singer - Singer - Singer Coral - Maddah
insurance_job_0557, 171800, Voice Band Commander - Coral
insurance_job_0558, 171900, Music composers and composers
insurance_job_0559, 172000, Music recorder
insurance_job_0560, 172200, Choreographer
insurance_job_0561, 172400, Dancer - Dancer
insurance_job_0562, 173200, actor
insurance_job_0563, 173300, theater director
insurance_job_0564, 173400, cinematic director
insurance_job_0565, 173500, Radio and TV director
insurance_job_0566, 173600, Director
insurance_job_0567, 173900, Actors and Directors - Others
insurance_job_0568, 174100, Production Manager
insurance_job_0569, 174110, Distribution manager
insurance_job_0570, 174200, Theatrical Producer - Artist Agent
insurance_job_0571, 174300, Film product
insurance_job_0572, 174400, Radio and TV producer
insurance_job_0573, 174500, production assistant
insurance_job_0574, 174900, Producers of art shows - others
insurance_job_0575, 175200, clown
insurance_job_0576, 175300, Hawi magician
insurance_job_0577, 175400, Acrobatic games player - acrobat
insurance_job_0578, 175500, Animal trainer in circus - tamed
insurance_job_0579, 175600, Dog trainer
insurance_job_0580, 175900, Other circus players
insurance_job_0581, 179200, Radio broadcaster - television broadcaster
insurance_job_0582, 179300, A bridal player
insurance_job_0583, 179400, Extras
insurance_job_0584, 179900, Music composers and performers
insurance_job_0585, 180200, Professional athlete
insurance_job_0586, 180300, Sports games coach
insurance_job_0587, 180400, fitness trainer
insurance_job_0588, 180900, Professional athletes
insurance_job_0589, 191100, Lab Secretary
insurance_job_0590, 191200, libarian
insurance_job_0591, 191300, Archives Secretary
insurance_job_0592, 191400, Museum curator
insurance_job_0593, 191900, Other librarians
insurance_job_0594, 192200, Sociologist
insurance_job_0595, 192300, Psychologist
insurance_job_0596, 192400, Anthropologist
insurance_job_0597, 192500, Geography specialist
insurance_job_0598, 192600, History Specialist - History
insurance_job_0599, 192700, Political science specialist
insurance_job_0600, 192900, Sociologists
insurance_job_0601, 193000, Environmental Research Specialist
insurance_job_0602, 193100, Social researcher. Social worker
insurance_job_0603, 193200, Internal Supervisor (urban leader)
insurance_job_0604, 193300, A rural pioneer
insurance_job_0605, 193400, Economic researcher - economic analyst
insurance_job_0606, 193500, Administrative Development Researcher
insurance_job_0607, 193600, Researcher
insurance_job_0608, 194200, Human Resource Specialist
insurance_job_0609, 194300, Student career guidance specialist
insurance_job_0610, 194400, Job Analysis Specialist
insurance_job_0611, 194500, Organization and management specialist
insurance_job_0612, 194700, Training Specialist
insurance_job_0613, 194900, Personal and guidance affairs specialists
insurance_job_0614, 195000, Translator
insurance_job_0615, 195100, Signal interpreter for the deaf
insurance_job_0616, 195200, Language specialist
insurance_job_0617, 195300, Translator written article
insurance_job_0618, 195400, Hadith interpreter
insurance_job_0619, 195500, Public Relations Specialist
insurance_job_0620, 199200, Home economist
insurance_job_0621, 199300, Specialist in ancient Egyptian antiquities
insurance_job_0622, 199400, Specialist in Islamic antiquities
insurance_job_0623, 199500, Coptic antiquities specialist
insurance_job_0624, 199900, Technical and scientific professionals
insurance_job_0625, 200100, President of the Republic
